location_id,location_name,provider_id,provider_name,local_authority,postcode,registration_date,rating_as_published,rating_publication_date,inherited_rating,service_types,service_user_bands,supported_living,provider_country_domiciliary_locations,provider_territory_locations,cqc_url,provider_website,source_edition,weekly_crosscheck_edition,source_retrieved_date,monthly_source_row
1-25872774764,Pharos Supported Services Central,1-101649312,Pharos Care Limited,Birmingham,B27 6RT,2026-01-07,,,,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,3,2,https://www.cqc.org.uk/location/1-25872774764,www.midwaycaregroup.co.uk,2026-09-01,2026-09-02,2026-09-08,34085
1-588159967,Pharos Black Country,1-101649312,Pharos Care Limited,Birmingham,B27 6RT,2013-01-21,Not Rated,,N,Domiciliary care service; Supported living service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Mental Health; Younger Adults,Y,3,2,https://www.cqc.org.uk/location/1-588159967,www.midwaycaregroup.co.uk,2026-09-01,2026-09-02,2026-09-08,48851
1-8366376267,Phemacare Ltd,1-238349478,Phemacare Ltd,Birmingham,B32 2AL,2020-02-12,Requires improvement,2023-05-31,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,3,1,https://www.cqc.org.uk/location/1-8366376267,www.phemacare.com,2026-09-01,2026-09-02,2026-09-08,52804
1-4247041385,Precious Homes Birmingham,1-101669587,Precious Homes Limited,Birmingham,B14 7AP,2017-10-18,Requires improvement,2021-01-13,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Younger Adults,Y,6,1,https://www.cqc.org.uk/location/1-4247041385,www.precious-homes.com,2026-09-01,2026-09-02,2026-09-08,41462
1-340793978,Premium Community Care Ltd,1-327051192,Premium Community Care Ltd,Birmingham,B25 8UR,2011-11-23,Good,2019-04-04,N,Domiciliary care service,Dementia; Older People; People who misuse drugs and alcohol; Physical Disability; Sensory Impairment,N,1,1,https://www.cqc.org.uk/location/1-340793978,,2026-09-01,2026-09-02,2026-09-08,39411
1-14157686989,Prime Way Care Ltd Birmingham,1-2018820484,Prime Way Care Ltd,Birmingham,B11 2AA,2022-10-18,,,,Domiciliary care service,Dementia; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,7,1,https://www.cqc.org.uk/location/1-14157686989,www.primewaycare.com,2026-09-01,2026-09-02,2026-09-08,13354
1-3129466975,Primera Assisted Living Limited,1-939458687,Primera Assisted Living Limited,Birmingham,B23 5TE,2016-12-06,Good,2019-05-21,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-3129466975,www.primerahealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,38764
1-2442393619,Priority Plus Ltd,1-192459822,Priority Plus Limited,Birmingham,B26 3NW,2016-02-01,Good,2019-12-05,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-2442393619,www.priorityplusnursing.co.uk,2026-09-01,2026-09-02,2026-09-08,32169
1-18392548723,Priory Care Ltd,1-17130856995,Priory Care Ltd,Birmingham,B10 0HJ,2024-03-15,,,,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-18392548723,www.priorycare.co.uk,2026-09-01,2026-09-02,2026-09-08,19956
1-113482884,Proline Care Limited,1-101675549,Proline Care Limited,Birmingham,B2 4EU,2011-02-03,Requires improvement,2020-01-22,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-113482884,www.proline.org.uk,2026-09-01,2026-09-02,2026-09-08,3022
1-10217283308,Pure Care Support Birmingham,1-117003246,Pure Care Support Limited,Birmingham,B15 3ES,2021-01-19,Good,2019-05-08,Y,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,3,1,https://www.cqc.org.uk/location/1-10217283308,www.homeinstead.co.uk,2026-09-01,2026-09-02,2026-09-08,298
1-13586930697,QUALITY LIVING CARE LIMITED,1-13239091499,Quality Living Care Limited,Birmingham,B20 1JA,2022-09-23,Inadequate,2026-03-18,N,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-13586930697,www.qualitylivingcare.co.uk,2026-09-01,2026-09-02,2026-09-08,11900
1-6923684250,Queensway Homes Ltd,1-5926903106,Queensway Homes Ltd,Birmingham,B30 2BT,2019-05-24,Good,2022-04-30,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-6923684250,www.ncpconsultancy.com,2026-09-01,2026-09-02,2026-09-08,50835
1-19881569785,Bluebird Care (Sutton Coldfield & Birmingham East),1-119231138,R D (Bromsgrove) Limited,Birmingham,B35 6LJ,2024-09-11,,,,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-19881569785,www.bluebirdcare.co.uk,2026-09-01,2026-09-02,2026-09-08,23962
1-5518575057,Radiant 247 Ltd,1-5286447707,Radiant 247 Limited,Birmingham,B26 3NW,2018-07-25,Good,2019-08-30,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-5518575057,www.radiant247.co.uk,2026-09-01,2026-09-02,2026-09-08,46390
1-19897193748,Rainbow Quality Care Ltd,1-15234870800,Rainbow Quality Care Ltd,Birmingham,B18 6DA,2024-09-26,,,,Domiciliary care service,Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-19897193748,,2026-09-01,2026-09-02,2026-09-08,24620
1-11680091646,Ray of Sunshine Care Ltd,1-10292353525,Ray of Sunshine Care Ltd,Birmingham,B44 0RT,2021-09-21,Good,2024-01-05,N,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-11680091646,www.rayofsunshinecare.co.uk/,2026-09-01,2026-09-02,2026-09-08,4140
1-16969722386,Reignite Care Ltd,1-15976634088,Reignite Care Ltd,Birmingham,B16 9NX,2023-10-03,,,,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-16969722386,,2026-09-01,2026-09-02,2026-09-08,17875
1-12149553949,Relax Care Limited,1-11391816618,Relax Care Limited,Birmingham,B19 2AB,2021-12-22,,,,Domiciliary care service; Supported living service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-12149553949,www.relaxcare.co.uk,2026-09-01,2026-09-02,2026-09-08,6367
1-252229578,Reliance Care Solutions Limited,1-218226029,Reliance Care Solutions Limited,Birmingham,B11 2AB,2011-06-02,Requires improvement,2020-03-11,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-252229578,,2026-09-01,2026-09-02,2026-09-08,33225
1-2630308495,Tripple Tee Ltd,1-2399697228,Reliant Angel Care Ltd,Birmingham,B23 6EU,2016-07-13,Good,2022-04-14,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2630308495,,2026-09-01,2026-09-02,2026-09-08,34553
1-7374590713,Resjes Ltd,1-6870033440,Resjes Ltd,Birmingham,B15 3BE,2019-08-20,Requires improvement,2021-06-12,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability,Y,1,1,https://www.cqc.org.uk/location/1-7374590713,www.resjescare.co.uk,2026-09-01,2026-09-02,2026-09-08,51528
1-13939954343,Revolutionary Quality Care Solutions Ltd,1-13499286155,Revolutionary Quality Care Solutions Ltd,Birmingham,B15 1TH,2022-09-25,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-13939954343,,2026-09-01,2026-09-02,2026-09-08,12923
1-14595644762,Rhesus Care Ltd,1-13945665740,Rhesus Care Ltd,Birmingham,B7 5AR,2022-12-18,Not Rated,,N,Domiciliary care service; Supported living service,Older People; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-14595644762,,2026-09-01,2026-09-02,2026-09-08,14408
1-4591424497,Right Trust Care Ltd,1-4499865403,Right Trust Care Ltd,Birmingham,B31 2RT,2018-01-17,Requires improvement,2021-01-29,N,Domiciliary care service,Dementia; Older People; People who misuse drugs and alcohol; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-4591424497,www.right-trust-care.co.uk,2026-09-01,2026-09-02,2026-09-08,42379
1-5832715423,River Of Care Ltd,1-5536577904,River of Care Ltd,Birmingham,B44 8NH,2018-10-02,Good,2019-11-15,N,Community healthcare service; Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-5832715423,,2026-09-01,2026-09-02,2026-09-08,48578
1-16385677861,Romeo Care Service Ltd,1-15472971745,Romeo Care Service Ltd,Birmingham,B31 5RH,2023-06-27,,,,Domiciliary care service; Supported living service,Dementia; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-16385677861,,2026-09-01,2026-09-02,2026-09-08,17260
1-343721438,Romie Care Services Ltd,1-101681563,Romie Care Services Limited,Birmingham,B23 6RH,2011-12-02,Good,2019-12-24,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-343721438,,2026-09-01,2026-09-02,2026-09-08,39432
1-1949699207,S&S Care,1-1788738042,S&S Care (Midlands) Limited,Birmingham,B28 8JG,2015-02-18,Good,2019-04-04,N,Domiciliary care service; Supported living service,Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1949699207,www.sandscare.co.uk,2026-09-01,2026-09-02,2026-09-08,22469
1-22965951955,SA Care Services Ltd,1-18868659421,SA Care Services Ltd,Birmingham,B18 6PT,2025-04-29,,,,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-22965951955,,2026-09-01,2026-09-02,2026-09-08,30177
1-11817013995,SCS - Head Office,1-9773621600,SCS Care Limited,Birmingham,B36 8DT,2021-10-15,Requires improvement,2023-09-06,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-11817013995,www.scscare.co.uk,2026-09-01,2026-09-02,2026-09-08,4698
1-2521436412,SRS Care Limited,1-2020035247,SRS Care Limited,Birmingham,B33 0SG,2016-03-14,Good,2020-02-08,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2521436412,www.srs-care.co.uk,2026-09-01,2026-09-02,2026-09-08,33218
1-9507395022,Sentricare Birmingham,1-101641125,Sentricare Limited,Birmingham,B27 6QT,2020-09-21,Requires improvement,2026-04-15,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-9507395022,www.sentricare.co.uk,2026-09-01,2026-09-02,2026-09-08,54477
1-1195236662,Sevacare - Sutton Coldfield,1-101689471,Sevacare (UK) Limited,Birmingham,B44 8PP,2014-01-29,Good,2017-11-03,N,Domiciliary care service,Older People; Younger Adults,N,5,4,https://www.cqc.org.uk/location/1-1195236662,www.sevacare.org.uk,2026-09-01,2026-09-02,2026-09-08,5423
1-130731530,Sevacare - Hall Green,1-101689471,Sevacare (UK) Limited,Birmingham,B28 8AS,2010-12-17,Requires improvement,2024-06-10,N,Domiciliary care service; Extra Care housing services,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,5,4,https://www.cqc.org.uk/location/1-130731530,www.sevacare.org.uk,2026-09-01,2026-09-02,2026-09-08,10351
1-130731599,Sevacare - Kingstanding,1-101689471,Sevacare (UK) Limited,Birmingham,B44 8PP,2010-12-17,Good,2025-05-07,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,5,4,https://www.cqc.org.uk/location/1-130731599,www.sevacare.org.uk,2026-09-01,2026-09-02,2026-09-08,10352
1-2132613650,Sevacare - Birmingham Central,1-101689471,Sevacare (UK) Limited,Birmingham,B15 3EZ,2015-07-14,Good,2024-06-24,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,5,4,https://www.cqc.org.uk/location/1-2132613650,www.sevacare.org.uk,2026-09-01,2026-09-02,2026-09-08,27273
1-9012280065,81 Wood Lane,1-8651063943,Shephards Care Services Ltd,Birmingham,B32 4AD,2020-06-08,Requires improvement,2022-09-21,N,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-9012280065,,2026-09-01,2026-09-02,2026-09-08,53689
1-19660075888,The Vault Business Centre,1-15981202891,Silverstem Healthcare Limited,Birmingham,B12 0JU,2024-06-28,,,,Domiciliary care service,Dementia; Older People,N,1,1,https://www.cqc.org.uk/location/1-19660075888,www.silverstem.co.uk,2026-09-01,2026-09-02,2026-09-08,23077
1-18034475581,Birmingham,1-16412504951,Simeon Care Limited,Birmingham,B16 8PF,2023-12-07,,,,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-18034475581,www.simeonresidential.co.uk,2026-09-01,2026-09-02,2026-09-08,19266
1-12472016078,Simply HomeCare LTD,1-11308065252,Simply HomeCare Ltd,Birmingham,B5 7XH,2022-02-05,,,,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-12472016078,www.simplyhomecare.co.uk,2026-09-01,2026-09-02,2026-09-08,7859
1-968901596,Sisters Care Services CIC,1-945899283,Sisters Care Services CIC,Birmingham,B12 0NS,2013-11-01,Good,2019-12-24,N,Community health care services - Nurses Agency only; Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Physical Disability; Sensory Impairment; Whole Population,Y,1,1,https://www.cqc.org.uk/location/1-968901596,,2026-09-01,2026-09-02,2026-09-08,54807
1-15232915300,Soft Touch Care Services,1-14160571500,Soft Touch Care Services Ltd,Birmingham,B25 8YP,2023-03-17,,,,Domiciliary care service; Supported living service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-15232915300,www.softtouchcareservices.co.uk,2026-09-01,2026-09-02,2026-09-08,15739
1-124831283,Solitaire Homecare Services Limited,1-101675388,Solitaire Homecare Services Limited,Birmingham,B44 8NS,2011-01-13,Requires improvement,2023-06-08,N,Domiciliary care service,Dementia; Mental Health; Older People; People who misuse drugs and alcohol; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-124831283,,2026-09-01,2026-09-02,2026-09-08,7894
1-16093771185,Southern Care LTD,1-15470144265,Southern Care Ltd,Birmingham,B31 5DJ,2023-06-13,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-16093771185,,2026-09-01,2026-09-02,2026-09-08,16998
1-22163593039,Spectacare Healthcare Ltd,1-21096558931,Spectacare Healthcare Ltd,Birmingham,B23 7YH,2025-05-27,,,,Domiciliary care service,Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-22163593039,spectacare.co.uk,2026-09-01,2026-09-02,2026-09-08,29325
1-26602914843,Square Routes Care Ltd,1-18878434807,Square Routes Care Ltd,Birmingham,B13 8RE,2026-01-26,,,,Domiciliary care service,Learning disabilities or autistic spectrum disorder; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-26602914843,,2026-09-01,2026-09-02,2026-09-08,34907
1-26103753760,Starlight Support Services Ltd,1-4011445850,Starlight Support Services Ltd,Birmingham,B1 2JB,2025-12-18,Good,2022-05-25,Y,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,3,1,https://www.cqc.org.uk/location/1-26103753760,,2026-09-01,2026-09-02,2026-09-08,34390
1-5587608353,Stella Maris Healthcare Ltd,1-5257082953,Stella Maris Healthcare Ltd,Birmingham,B30 2BT,2018-08-13,,,,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-5587608353,www.stellamarishealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,46955
1-23701101211,Sunny Days Care Group Limited,1-21745027396,Sunny Days Care Group Limited,Birmingham,B31 1UJ,2025-06-26,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-23701101211,www.sunnydayscaregroup.co.uk,2026-09-01,2026-09-02,2026-09-08,31263
1-111464277,Support Asia Limited,1-101659645,Support Asia Limited,Birmingham,B21 0PD,2011-01-17,Good,2019-12-12,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-111464277,www.supportasia.co.uk,2026-09-01,2026-09-02,2026-09-08,2364
1-11488270256,Supportive Care Services Ltd,1-10006288955,Supportive Care Services Ltd,Birmingham,B10 0ED,2021-10-11,Requires improvement,2026-06-18,N,Domiciliary care service,Children 0-18 years; Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-11488270256,www.homecareservices.uk,2026-09-01,2026-09-02,2026-09-08,3490
1-27510111922,Synergy Support Services Ltd,1-12035758345,Synergy Support Services Ltd,Birmingham,B11 2AA,2026-04-02,,,,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-27510111922,,2026-09-01,2026-09-02,2026-09-08,36064
1-1826925307,Team Locum Limited,1-1693534630,Team Locum Limited,Birmingham,B30 3FJ,2014-12-16,Good,2022-05-24,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-1826925307,www.teamlocum.co.uk,2026-09-01,2026-09-02,2026-09-08,19642
1-2790983508,Elite Care 24/7,1-873245203,Temple Mead Care Ltd,Birmingham,B76 9DD,2016-07-21,Not Rated,,N,Domiciliary care service; Supported living service,Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2790983508,www.elitecare247.co.uk,2026-09-01,2026-09-02,2026-09-08,36495
1-23695436535,Tender Living Residence,1-21682588460,Tender Living Residence Ltd,Birmingham,B3 1RB,2025-06-25,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-23695436535,www.tlrs.co.uk/,2026-09-01,2026-09-02,2026-09-08,31244
1-12105708891,The Care Workshop Limited,1-1300968947,The Care Workshop Limited,Birmingham,B21 0AL,2021-12-01,Good,2023-02-22,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Younger Adults,Y,3,2,https://www.cqc.org.uk/location/1-12105708891,www.thecareworkshop.co.uk,2026-09-01,2026-09-02,2026-09-08,6217
1-15152271370,The Care Workshop Limited,1-1300968947,The Care Workshop Limited,Birmingham,B21 0AL,2023-03-07,,,,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,3,2,https://www.cqc.org.uk/location/1-15152271370,www.thecareworkshop.co.uk,2026-09-01,2026-09-02,2026-09-08,15503
1-297431421,The Diamond Care Partnership Ltd,1-228517771,The Diamond Care Partnership Ltd,Birmingham,B12 9RG,2011-10-13,Requires improvement,2021-05-29,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-297431421,,2026-09-01,2026-09-02,2026-09-08,38143
1-21765878572,Brain Injury Rehabilitation Trust - Bristol Road,1-102642556,The Disabilities Trust,Birmingham,B29 6LX,2025-02-28,Good,2020-01-09,Y,Care home service without nursing; Domiciliary care service; Extra Care housing services; Supported living service,Older People; Physical Disability; Younger Adults,Y,4,1,https://www.cqc.org.uk/location/1-21765878572,www.brainkind.org,2026-09-01,2026-09-02,2026-09-08,28030
1-2228989981,Bournville Gardens Village,1-102642963,The ExtraCare Charitable Trust,Birmingham,B31 2FR,2015-09-28,Good,2019-10-18,N,Domiciliary care service; Extra Care housing services,Older People; Younger Adults,N,6,3,https://www.cqc.org.uk/location/1-2228989981,www.extracare.org.uk,2026-09-01,2026-09-02,2026-09-08,29474
1-4196632027,Longbridge Village,1-102642963,The ExtraCare Charitable Trust,Birmingham,B31 2FZ,2017-08-29,Good,2018-11-08,N,Domiciliary care service; Extra Care housing services,Older People; Younger Adults,N,6,3,https://www.cqc.org.uk/location/1-4196632027,www.extracare.org.uk,2026-09-01,2026-09-02,2026-09-08,41306
1-2233623172,The Nurse International Ltd,1-2164916881,The Nurse International Ltd,Birmingham,B6 7BH,2015-09-29,Requires improvement,2022-07-30,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2233623172,www.thenurseint.com,2026-09-01,2026-09-02,2026-09-08,29498
1-2179872716,Ash Grove,1-101677200,The Riverside Group Limited,Birmingham,B31 2NQ,2015-09-07,Good,2019-06-19,N,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,3,1,https://www.cqc.org.uk/location/1-2179872716,www.riverside.org.uk,2026-09-01,2026-09-02,2026-09-08,28066
1-12962342535,TheSignLife Project,1-10875662107,TheSignLife Project CIC,Birmingham,B17 9PU,2022-04-22,Requires improvement,2025-10-15,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-12962342535,www.thesignlife.co.uk,2026-09-01,2026-09-02,2026-09-08,9987
1-19425129884,Thricecube Empire Ltd,1-18135701116,Thricecube Empire Ltd,Birmingham,B16 8XF,2024-07-01,,,,Domiciliary care service; Supported living service,Dementia; Mental Health; Older People; People who misuse drugs and alcohol; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-19425129884,,2026-09-01,2026-09-02,2026-09-08,22286
1-1839470431,Total Quality Care Services Ltd Birmingham,1-1622271454,Total Quality Care Services Ltd,Birmingham,B45 9AH,2014-12-19,Good,2026-08-17,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment,N,1,1,https://www.cqc.org.uk/location/1-1839470431,,2026-09-01,2026-09-02,2026-09-08,19971
1-11505043770,Touchheart Healthcare Main Office,1-8929661135,Touchheart Healthcare Ltd,Birmingham,B16 8SP,2021-08-27,Good,2023-06-13,N,Domiciliary care service; Supported living service,Older People; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-11505043770,,2026-09-01,2026-09-02,2026-09-08,3539
1-17835712411,Tri-Elite Support and Care Limited,1-16463830590,Tri-Elite Support and Care Limited,Birmingham,B31 1PR,2023-11-01,,,,Domiciliary care service,Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-17835712411,,2026-09-01,2026-09-02,2026-09-08,18952
1-2335142131,Trident Reach Domiciliary Care - Birmingham Branch,1-131464550,Trident Reach The People Charity,Birmingham,B12 0PW,2015-12-09,Good,2019-06-27,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2335142131,www.tridentgroup.org.uk,2026-09-01,2026-09-02,2026-09-08,30773
1-2458564564,Trust Quality Care Ltd,1-2378989124,Trust Quality Care Ltd,Birmingham,B11 1AR,2016-02-22,Good,2019-06-04,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-2458564564,,2026-09-01,2026-09-02,2026-09-08,32413
1-123591876,Unity Care,1-101623172,Unity Care,Birmingham,B6 6NE,2011-01-24,Good,2019-07-20,N,Care home service without nursing; Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-123591876,www.unitycare.co.uk,2026-09-01,2026-09-02,2026-09-08,7310
1-19800633526,VALUE RICH CARE PATHWAYS LIMITED- Main Office,1-18377630605,VALUE RICH CARE PATHWAYS LIMITED,Birmingham,B3 3HN,2024-08-02,,,,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-19800633526,www.brighterdawn.co.uk,2026-09-01,2026-09-02,2026-09-08,23561
1-18139078014,Victorious Living Care Limited,1-16463905826,Victorious Living Care Limited,Birmingham,B29 5AY,2023-11-23,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-18139078014,,2026-09-01,2026-09-02,2026-09-08,19424
